"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"SH.XPD.OOPC.CH.ZS","Out-of-pocket expenditure (% of current health expenditure)",NA,"Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.OOPC.PC.CD","Out-of-pocket expenditure per capita (current US$)",NA,"Health expenditure through out-of-pocket payments per capita in USD.  Out of pocket payments are spending on health directly out of pocket by households in each country.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.OOPC.PP.CD","Out-of-pocket expenditure per capita, PPP (current international $)",NA,"Health expenditure through out-of-pocket payments per capita in international dollars at purchasing power parity.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.PVTD.CH.ZS","Domestic private health expenditure (% of current health expenditure)",NA,"Share of current health expenditures funded from domestic private sources.  Domestic private sources include funds from households, corporations and non-profit organizations. Such expenditures can be either prepaid to voluntary health insurance or paid directly to healthcare providers.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.PVTD.PC.CD","Domestic private health expenditure per capita (current US$)",NA,"Current private expenditures on health per capita expressed in current US dollars. Domestic private sources include funds from households, corporations and non-profit organizations. Such expenditures can be either prepaid to voluntary health insurance or paid directly to healthcare providers.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.PVTD.PP.CD","Domestic private health expenditure per capita, PPP (current international $)",NA,"Current private expenditures on health per capita expressed in international dollars at purchasing power parity.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SI.RMT.COST.OB.ZS","Average transaction cost of sending remittances from a specific country (%)",NA,"Average transaction cost of sending remittance from a specific country is the average of the total transaction cost in percentage of the amount sent for sending USD 200 charged by each single remittance service provider (RSP) included in the Remittance Prices Worldwide (RPW) database from a specific country.","World Bank, Remittance Prices Worldwide, available at http://remittanceprices.worldbank.org",2,"World Development Indicators"
"SL.AGR.EMPL.FE.ZS","Employment in agriculture, female (% of female employment) (modeled ILO estimate)",NA,"Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The agriculture sector consists of activities in agriculture, hunting, forestry and fishing, in accordance with division 1 (ISIC 2) or categories A-B (ISIC 3) or category A (ISIC 4).","International Labour Organization. “ILO modelled estimates database” ILOSTAT. Accessed January 2021. https://ilostat.ilo.org/data/.",2,"World Development Indicators"
"SL.AGR.EMPL.MA.ZS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",NA,"Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The agriculture sector consists of activities in agriculture, hunting, forestry and fishing, in accordance with division 1 (ISIC 2) or categories A-B (ISIC 3) or category A (ISIC 4).","International Labour Organization. “ILO modelled estimates database” ILOSTAT. Accessed January 2021. https://ilostat.ilo.org/data/.",2,"World Development Indicators"
"SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment) (modeled ILO estimate)",NA,"Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The agriculture sector consists of activities in agriculture, hunting, forestry and fishing, in accordance with division 1 (ISIC 2) or categories A-B (ISIC 3) or category A (ISIC 4).","International Labour Organization. “ILO modelled estimates database” ILOSTAT. Accessed January 2021. https://ilostat.ilo.org/data/.",2,"World Development Indicators"
"SL.EMP.1524.SP.FE.NE.ZS","Employment to population ratio, ages 15-24, female (%) (national estimate)",NA,"Employment to population ratio is the proportion of a country's population that is employed. Employment is defined as persons of working age who, during a short reference period, were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period (i.e. who worked in a job for at least one hour) or not at work due to temporary absence from a job, or to working-time arrangements. Ages 15-24 are generally considered the youth population.","International Labour Organization. “Labour Force Statistics database (LFS)” ILOSTAT. Accessed September 05, 2023. https://ilostat.ilo.org/data/.",2,"World Development Indicators"
"SL.EMP.1524.SP.FE.ZS","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",NA,"Employment to population ratio is the proportion of a country's population that is employed. Employment is defined as persons of working age who, during a short reference period, were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period (i.e. who worked in a job for at least one hour) or not at work due to temporary absence from a job, or to working-time arrangements. Ages 15-24 are generally considered the youth population.","International Labour Organization. “ILO Modelled Estimates and Projections database (ILOEST)” ILOSTAT. Accessed September 05, 2023. https://ilostat.ilo.org/data/.",2,"World Development Indicators"
