Taxon,Region,LifeForm,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source
Gracilaria vermiculophylla,Ireland,Algae,,2012,2012,,aquaNIS
Gracilaria vermiculophylla,Netherlands,Algae,,1992,1990 - 1999,NEW_random,aquaNIS
Gracilaria vermiculophylla,Portugal,Algae,alien,2004,2004,,DAISIE
Gracilaria vermiculophylla,Spain,Algae,alien,2003,2003,,DAISIE
Gracilaria vermiculophylla,Sweden,Algae,,2003,2003,,aquaNIS
Grallatoria reptans,Canary Islands,Algae,alien,1995,1995,,DAISIE
Grateloupia filicina,France,Algae,established,1992,1992 - 1992,,DAISIE
Grateloupia filicina,Spain,Algae,alien,1990,1990 - 1990,,DAISIE
Grateloupia filicina,United Kingdom,Algae,established,1947,1947,,DAISIE
Grateloupia lanceolata,France,Algae,established,1977,1970 - 1979,NEW_random,DAISIE
Grateloupia patens,France,Algae,established,1994,1994,,DAISIE
Grateloupia subpectinata,United Kingdom,Algae,established,1947,1947,,Roy H et al. (2012) 
Grateloupia turuturu,France,Algae,established,1982,1982,,DAISIE
Grateloupia turuturu,Italy,Algae,established,1969,1969 - 1969,,DAISIE
Grateloupia turuturu,Netherlands,Algae,,1993,1993,,aquaNIS
Grateloupia turuturu,Portugal,Algae,,1998,1998,,aquaNIS
Grateloupia turuturu,Spain,Algae,,1990,1990,,aquaNIS
Grateloupia turuturu,United Kingdom,Algae,established,1973,1973,,Roy H et al. (2012) 
Griffithsia corallinoides,France,Algae,established,1984,1984,,DAISIE
Griffithsia corallinoides,Italy,Algae,established,1963,1963 - 1964,NEW_random,DAISIE
Griffithsia corallinoides,Turkey,Algae,,1993,1993,,Cinar et al. (2005)
Gymnodinium aureolum,Bulgaria,Algae,,2008,2008,,aquaNIS
Gymnodinium aureolum,Germany,Algae,,1968,1968 - 1968,,Rabitsch & Nehring 2017
Gymnodinium aureolum,Norway,Algae,,1966,1966,,aquaNIS
Gymnodinium aureolum,Romania,Algae,,2007,2007,,aquaNIS
Gymnodinium aureolum,Ukraine,Algae,,2002,2002,,DAISIE
Gymnodinium catenatum,Bulgaria,Algae,,2008,2008,,aquaNIS
Gymnodinium catenatum,Portugal,Algae,established,1905,1900 - 1909,NEW_random,DAISIE
Gymnodinium catenatum,Spain,Algae,established,1976,1976 - 1976,,DAISIE
Gymnodinium catenatum,Ukraine,Algae,,2001,2001,,aquaNIS
Gymnodinium fuscum,Bulgaria,Algae,,1987,1980 - 1989,NEW_random,aquaNIS
Gymnodinium mikimotoi,United Kingdom,Algae,established,1967,1966 - 1968,NEW_random,DAISIE
Gymnodinium nanum,Bulgaria,Algae,,2008,2008,,aquaNIS
Gymnodinium nolleri,Germany,Algae,,1992,1992 - 1992,,Rabitsch & Nehring 2017
Gymnodinium pulchrum,Bulgaria,Algae,,1999,1999,,aquaNIS
Gymnodinium radiatum,Georgia,Algae,,2000,2000,,aquaNIS
Gymnodinium radiatum,Ukraine,Algae,,1998,1998,,DAISIE
Gymnodinium stellatum,Georgia,Algae,,2008,2008,,aquaNIS
Gymnodinium stellatum,Russia,Algae,,2008,2008,,aquaNIS
Gymnodinium uberrimum,Bulgaria,Algae,,1991,1991,,aquaNIS
Gymnodinium uberrimum,Turkey,Algae,,1998,1998,,aquaNIS
Gymnodinium uberrimum,Ukraine,Algae,,1999,1999,,DAISIE
Gymnogongrus crenulatus,Australia,Algae,,1969,1969,,Hewitt et al. (2004)
Gymnophycus hapsiphorus,Canary Islands,Algae,,1989,1989,,aquaNIS
Gyrodinium cochlea,Bulgaria,Algae,,2008,2008,,aquaNIS
Gyrodinium flagellare,Bulgaria,Algae,,2008,2008,,aquaNIS
Gyrodinium impudicum,Ukraine,Algae,,2001,2001,,DAISIE
Gyrodinium instriatum,Ukraine,Algae,,2003,2003,,DAISIE
Gyrodinium varians,Bulgaria,Algae,,2008,2008,,aquaNIS
Halophila stipulacea,Turkey,Algae,,1985,1985,,Cinar et al. (2005)
Halothrix lumbricalis,France,Algae,established,1985,1985,,DAISIE
Halothrix lumbricalis,Italy,Algae,established,1978,1978,,DAISIE
Halothrix lumbricalis,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Herposiphonia parca,France,Algae,established,1997,1997,,DAISIE
Heterosigma akashiwo,Germany,Algae,,1993,1993 - 1993,,Rabitsch & Nehring 2017
Heterosigma akashiwo,Ireland,Algae,alien,1979,1970 - 1979,NEW_random,DAISIE
Heterosigma akashiwo,United Kingdom,Algae,alien,1983,1983,,Roy H et al. (2012) 
Heterosiphonia japonica,Denmark,Algae,,2004,2001 - 2005,NEW_random,aquaNIS
Heterosiphonia japonica,France,Algae,,1995,1995,,aquaNIS
Heterosiphonia japonica,Ireland,Algae,,2002,2002,,aquaNIS
Heterosiphonia japonica,Netherlands,Algae,,1994,1994,,aquaNIS
Heterosiphonia japonica,Norway,Algae,,1966,1966,,aquaNIS
Heterosiphonia japonica,Spain,Algae,,1996,1990 - 1999,NEW_random,aquaNIS
Heterosiphonia japonica,Sweden,Algae,,2002,2002,,aquaNIS
Heterosiphonia japonica,United Kingdom,Algae,established,1999,1999,,Roy H et al. (2012) 
Hildenbrandia crouaniorum,Bulgaria,Algae,,2003,2000 - 2009,NEW_random,aquaNIS
Hillea fusiformis,Georgia,Algae,,2000,2000,,aquaNIS
Hillea fusiformis,Romania,Algae,,1991,1991,,aquaNIS
Hillea fusiformis,Russia,Algae,,2001,2001,,aquaNIS
Hypnea anastomosans,Israel,Algae,alien,1972,1972,,GISD
Hypnea cornuta,Egypt,Algae,established,1948,1948,,DAISIE
Hypnea cornuta,Italy,Algae,established,2000,2000,,DAISIE
Hypnea esperi,Israel,Algae,established,1972,1972,,DAISIE
Hypnea flagelliformis,Azores,Algae,,2007,2005 - 2007,NEW_random,aquaNIS
Hypnea musciformis,Hawaiian Islands,Algae,,1974,1974,,Carlton & Eldrege (2009)
Hypnea spicifera,Egypt,Algae,established,1956,1956,,DAISIE
Hypnea spinella,Greece,Algae,established,1982,1982,,DAISIE
Hypnea spinella,Italy,Algae,established,1985,1985,,DAISIE
Hypnea spinella,Lebanon,Algae,established,1997,1996 - 1997,NEW_random,DAISIE
Hypnea spinella,Spain,Algae,established,1978,1978,,DAISIE
Hypnea spinella,Turkey,Algae,,1987,1987,,Cinar et al. (2005)
Hypnea valentiae,France,Algae,established,1996,1996,,DAISIE
Hypnea valentiae,Greece,Algae,established,1894,1894,,DAISIE
Hypnea variabilis,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Isochrysis galbana,Ireland,Algae,alien,1971,1970 - 1979,NEW_random,GISD
Isochrysis galbana,United Kingdom,Algae,alien,1938,1938,,Roy H et al. (2012) 
Jania longifurca,Turkey,Algae,,2004,2000 - 2009,NEW_random,aquaNIS
Kappaphycus alvarezii,Hawaiian Islands,Algae,,1974,1974,,Carlton & Eldrege (2009)
Kappaphycus striatum,Hawaiian Islands,Algae,,1970,1970,,Carlton & Eldrege (2009)
Karenia mikimotoi,Denmark,Algae,,1966,1966,,aquaNIS
Karenia mikimotoi,France,Algae,,1976,1976,,aquaNIS
Karenia mikimotoi,Germany,Algae,,1968,1968 - 1968,,Rabitsch & Nehring 2017
Karenia mikimotoi,Ireland,Algae,,1976,1976,,aquaNIS
Karenia mikimotoi,Netherlands,Algae,,1989,1989,,aquaNIS
Karenia mikimotoi,Spain,Algae,established,2006,2006,,DAISIE
Karenia mikimotoi,Sweden,Algae,established,1966,1966 - 1966,,DAISIE
Karenia mikimotoi,United Kingdom,Algae,established,1968,1968,,Roy H et al. (2012) 
Karlodinium veneficum,Germany,Algae,,2009,2009 - 2009,,Rabitsch & Nehring 2017
Laminaria japonica,France,Algae,extinct,1976,1976,,DAISIE
Laminaria ochotensis,Germany,Algae,,1999,1999,,DAISIE
Laurencia brongniartii,Azores,Algae,,2006,2005 - 2007,NEW_random,aquaNIS
Laurencia brongniartii,France,Algae,,1989,1989,,aquaNIS
Laurencia intermedia,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Laurencia majuscula,Azores,Algae,,2006,2005 - 2007,NEW_random,aquaNIS
Laurencia okamurae,France,Algae,established,1970,1970 - 1979,NEW_random,DAISIE
Leathesia difformis,France,Algae,extinct,1905,1905,,DAISIE
Leathesia difformis,Italy,Algae,established,1994,1990 - 1999,NEW_random,DAISIE
Leathesia verruculiformis,Netherlands,Algae,established,1994,1994 - 1994,,DAISIE
Lennoxia faveolata,Germany,Algae,,2009,2009 - 2009,,Rabitsch & Nehring 2017
Lepidodinium chlorophorum,Germany,Algae,,1990,1990 - 1990,,Rabitsch & Nehring 2017
Lessardia elongata,Bulgaria,Algae,,2008,2008,,aquaNIS
Lessardia elongata,Romania,Algae,,2004,2004,,aquaNIS
Liagora viscida,Turkey,Algae,,2005,2000 - 2009,NEW_random,aquaNIS
Lioloma pacificum,Bulgaria,Algae,,2008,2008,,aquaNIS
Lioloma pacificum,Georgia,Algae,,2007,2007,,aquaNIS
Lioloma pacificum,Romania,Algae,,2001,2001,,aquaNIS
Lioloma pacificum,Russia,Algae,,2005,2005,,aquaNIS
Lioloma pacificum,Ukraine,Algae,,1999,1999,,DAISIE
Lithophyllum orbiculatum,Turkey,Algae,,2009,2000 - 2009,NEW_random,aquaNIS
Lithophyllum yessoense,France,Algae,established,1994,1994,,DAISIE
Litosiphon laminariae,United Kingdom,Algae,established,1981,1981,,Roy H et al. (2012) 
Lomentaria hakodatensis,France,Algae,established,1979,1979,,DAISIE
Lomentaria hakodatensis,Netherlands,Algae,alien,1994,1994 - 1994,,DAISIE
Lomentaria hakodatensis,Spain,Algae,,1992,1992,,aquaNIS
Lophocladia lallemandii,Cyprus,Algae,established,1997,1997,,DAISIE
Lophocladia lallemandii,Greece,Algae,established,1908,1908,,DAISIE
Lophocladia lallemandii,Italy,Algae,established,1969,1969,,DAISIE
Lophocladia lallemandii,Lebanon,Algae,established,1996,1996 - 1997,NEW_random,DAISIE
Lophocladia lallemandii,Spain,Algae,established,1984,1984,,DAISIE
Lophocladia lallemandii,Turkey,Algae,,1970,1970,,Cinar et al. (2005)
Macrocystis pyrifera,France,Algae,,1972,1972,,aquaNIS
Mantoniella squamata,Romania,Algae,,1986,1980 - 1989,NEW_random,DAISIE
Mastocarpus stellatus,Germany,Algae,,1983,1983 - 1983,,Rabitsch & Nehring 2017
Medeiothamnion lyalli,Australia,Algae,,1962,1962,,Hewitt et al. (2004)
Mediopyxis helysia,Germany,Algae,,2003,2003 - 2003,,Rabitsch & Nehring 2017
Mirofolliculina limnoriae,Hawaiian Islands,Algae,,1961,1961,,Carlton & Eldrege (2009)
Monostroma obscurum,France,Algae,established,1985,1985,,DAISIE
Navicula finmarchica,Bulgaria,Algae,,1970,1970,,aquaNIS
Navicula finmarchica,Romania,Algae,,1970,1970,,aquaNIS
Navicula finmarchica,Ukraine,Algae,,1970,1970,,DAISIE
Nemacystus decipiens,Hawaiian Islands,Algae,,1963,1963,,Carlton & Eldrege (2009)
Neoceratium candelabrum,France,Algae,,2005,2005,,aquaNIS
Neosiphonia harveyi,Azores,Algae,,2006,2005 - 2007,NEW_random,aquaNIS
Neosiphonia harveyi,Belgium,Algae,alien,1995,1995,,DAISIE
Neosiphonia harveyi,Canary Islands,Algae,,1991,1991,,aquaNIS
Neosiphonia harveyi,Denmark,Algae,,1980,1980,,aquaNIS
Neosiphonia harveyi,France,Algae,established,1958,1958,,DAISIE
Neosiphonia harveyi,Germany,Algae,,1972,1972 - 1972,,Rabitsch & Nehring 2017
Neosiphonia harveyi,Ireland,Algae,alien,1979,1970 - 1979,NEW_random,DAISIE
Neosiphonia harveyi,Italy,Algae,established,1967,1960 - 1969,NEW_random,DAISIE
Neosiphonia harveyi,Netherlands,Algae,,1960,1960,,aquaNIS
Neosiphonia harveyi,Norway,Algae,,1983,1983,,aquaNIS
Neosiphonia harveyi,Spain,Algae,established,1998,1998,,DAISIE
Neosiphonia harveyi,Sweden,Algae,,1986,1986,,aquaNIS
Neosiphonia harveyi,United Kingdom,Algae,,1908,1908,,aquaNIS
Neosiphonia sphaerocarpa,Cyprus,Algae,alien,2008,2008,,DAISIE
Neosiphonia sphaerocarpa,Spain,Algae,established,1986,1986,,DAISIE
Nitzschia sigmoidea,Ukraine,Algae,,1986,1986,,DAISIE
Nodularia spumigena,Germany,Algae,,1821,1821 - 1821,,Rabitsch & Nehring 2017
Octactis octonaria,Bulgaria,Algae,,1948,1948,,aquaNIS
Octactis octonaria,Romania,Algae,,1948,1948,,aquaNIS
Octactis octonaria,Ukraine,Algae,,1948,1948,,DAISIE
Odontella sinensis,Belgium,Algae,,1904,1904,,aquaNIS
Odontella sinensis,Denmark,Algae,established,1910,1910,,DAISIE
Odontella sinensis,France,Algae,,1930,1930,,aquaNIS
Odontella sinensis,Germany,Algae,,1903,1903,,aquaNIS
Odontella sinensis,Ireland,Algae,alien,1995,1995,,DAISIE
Odontella sinensis,Netherlands,Algae,,1905,1905,,aquaNIS
Odontella sinensis,Norway,Algae,,1903,1903,,aquaNIS
Odontella sinensis,Sweden,Algae,,1903,1903,,aquaNIS
Odontella sinensis,United Kingdom,Algae,established,1901,1899 - 1906,NEW_random,DAISIE
Olisthodiscus luteus,United Kingdom,Algae,established,1980,1980,,Roy H et al. (2012) 
Oxyphysis oxytoxoides,Bulgaria,Algae,,1987,1987,,aquaNIS
Oxyphysis oxytoxoides,Turkey,Algae,,2008,2007 - 2008,NEW_random,aquaNIS
Oxytoxum criophilum,Sweden,Algae,,2003,2003,,aquaNIS
Oxytoxum gladiolus,Ukraine,Algae,,1989,1989,,aquaNIS
Oxytoxum variabile,Russia,Algae,,2008,2008,,aquaNIS
Padina boergesenii,Israel,Algae,established,1965,1962 - 1965,NEW_random,DAISIE
Padina boergesenii,Italy,Algae,established,1963,1963 - 1966,NEW_random,DAISIE
Padina boergesenii,Lebanon,Algae,established,1991,1990 - 1999,NEW_random,DAISIE
Palisada intermedia,Turkey,Algae,,1986,1986,,aquaNIS
Palisada perforata,Turkey,Algae,,1973,1973,,aquaNIS
Parviphycus pannosus,Turkey,Algae,,2002,2000 - 2009,NEW_random,aquaNIS
Pentapharsodinium tyrrhenicum,United Kingdom,Algae,alien,2000,2000,,Roy H et al. (2012) 
Peridiniopsis polonicum,Bulgaria,Algae,,2008,2008,,aquaNIS
Peridinium quinquecorne,Bulgaria,Algae,,2000,2000,,aquaNIS
Peridinium quinquecorne,Romania,Algae,,2008,2008,,aquaNIS
Peridinium quinquecorne,Russia,Algae,,2005,2005,,aquaNIS
Perkinsus atlanticus,France,Algae,established,2005,2005 - 2005,,DAISIE
Perkinsus atlanticus,Spain,Algae,alien,1983,1983 - 1983,,DAISIE
Perkinsus marinus,Hawaiian Islands,Algae,,1972,1972,,Carlton & Eldrege (2009)
Peyssonnelia rosa-marina,Turkey,Algae,,2002,2000 - 2009,NEW_random,aquaNIS
Phaeocystis pouchetii,Bulgaria,Algae,,1990,1989 - 1990,NEW_random,aquaNIS
Phaeocystis pouchetii,Romania,Algae,,1993,1990 - 1999,NEW_random,DAISIE
Phaeocystis pouchetii,Russia,Algae,,2006,2006,,aquaNIS
Phaeocystis pouchetii,Ukraine,Algae,,1990,1990,,aquaNIS
Pikea californica,Spain,Algae,alien,1991,1991 - 1991,,DAISIE
Pikea californica,United Kingdom,Algae,established,1967,1967,,Roy H et al. (2012) 
Pilayella littoralis,France,Algae,extinct,1985,1985,,DAISIE
Pilayella littoralis,Hawaiian Islands,Algae,,1993,1990s ,NEW_random,Carlton & Eldrege (2009)
Pilayella littoralis,Turkey,Algae,,1985,1985,,Cinar et al. (2005)
Pinnularia trevelyana,Ukraine,Algae,,1902,1902,,DAISIE
Pinnularia viridis,China,Algae,,1996,1996,,Xu et al. (2012)
Planogypsina acervalis,Turkey,Algae,,2004,2004,,Cinar et al. (2005)
Planogypsina squamiformis,Turkey,Algae,,2004,2004,,Cinar et al. (2005)
Platysiphonia caribaea,Canary Islands,Algae,established,1984,1980 - 1989,NEW_random,DAISIE
Pleonosporium caribaeum,Canary Islands,Algae,alien,1971,1970 - 1979,NEW_random,DAISIE
Pleonosporium caribaeum,France,Algae,established,1967,1967 - 1967,,DAISIE
Pleonosporium caribaeum,Spain,Algae,established,1989,1989,,DAISIE
Pleurosigma planctonicum,France,Algae,,1966,1966,,aquaNIS
Pleurosigma planctonicum,United Kingdom,Algae,established,1953,1950 - 1966,NEW_random,DAISIE
Pleurosigma simonsenii,Germany,Algae,,1971,1970 - 1979,NEW_random,aquaNIS
Pleurosigma simonsenii,Netherlands,Algae,,1974,1974,,aquaNIS
Plocamium secundatum,Italy,Algae,established,1991,1991,,DAISIE
Polysiphonia atlantica,Cyprus,Algae,alien,2008,2008,,DAISIE
Polysiphonia atlantica,France,Algae,,1985,1985,,DAISIE
Polysiphonia brodiaei,Australia,Algae,,1959,1959,,Hewitt et al. (2004)
Polysiphonia fucoides,Bulgaria,Algae,,1936,1936,,aquaNIS
Polysiphonia fucoides,Cyprus,Algae,alien,2008,2008,,DAISIE
Polysiphonia fucoides,Turkey,Algae,,1973,1973,,aquaNIS
Polysiphonia harveyi,France,Algae,established,1832,1832 - 1832,,DAISIE
Polysiphonia harveyi,United Kingdom,Algae,established,1908,before 1908,,Roy H et al. (2012) 
Polysiphonia kampsaxiii,Turkey,Algae,,1984,1984,,Cinar et al. (2005)
Polysiphonia morrowii,France,Algae,established,1997,1997,,DAISIE
Polysiphonia morrowii,Italy,Algae,established,1996,1996,,DAISIE
Polysiphonia paniculata,France,Algae,extinct,1967,1967,,DAISIE
Polysiphonia paniculata,Turkey,Algae,,1972,1972,,aquaNIS
Polysiphonia senticulosa,Australia,Algae,,1969,1969,,Hewitt et al. (2004)
Polysiphonia senticulosa,Belgium,Algae,,2001,2001,,aquaNIS
Polysiphonia senticulosa,Netherlands,Algae,,1993,1993,,aquaNIS
Polysiphonia subtilissima,Ireland,Algae,alien,2006,2006,,DAISIE
Poropila dubia,Bulgaria,Algae,,1948,1948,,aquaNIS
Poropila dubia,Romania,Algae,,1948,1948,,aquaNIS
Poropila dubia,Ukraine,Algae,,1948,1948,,aquaNIS
Porphyra minor,Turkey,Algae,,2005,2000 - 2009,NEW_random,aquaNIS
Porphyra tenera,Spain,Algae,alien,1999,1999,,DAISIE
Porphyra umbilicalis,Turkey,Algae,,2002,2000 - 2009,NEW_random,aquaNIS
Porphyra yezoensis,France,Algae,extinct,1975,1975,,DAISIE
Predaea huismanii,Canary Islands,Algae,established,1986,1980 - 1989,NEW_random,DAISIE
Proboscia indica,Germany,Algae,,1971,1966 - 1971,NEW_random,Rabitsch & Nehring 2017
Pronoctiluca pelagica,Ukraine,Algae,,1983,1983,,DAISIE
Prorocentrum dentatum,Georgia,Algae,,2001,2001,,aquaNIS
Prorocentrum dentatum,Ukraine,Algae,,1998,1998,,aquaNIS
Prorocentrum minimum,Bulgaria,Algae,,1948,1948,,aquaNIS
Prorocentrum minimum,Georgia,Algae,,1999,1999,,aquaNIS
Prorocentrum minimum,Germany,Algae,,1982,1982 - 1982,,Rabitsch & Nehring 2017
Prorocentrum minimum,Latvia,Algae,established,1988,1988 - 1988,,DAISIE
Prorocentrum minimum,Lithuania,Algae,established,1992,1992 - 1992,,DAISIE
Prorocentrum minimum,Romania,Algae,,1948,1948,,aquaNIS
Prorocentrum minimum,Russia,Algae,,1948,1948,,aquaNIS
Prorocentrum minimum,Sweden,Algae,,1979,1979,,aquaNIS
Prorocentrum minimum,Ukraine,Algae,,1948,1948,,DAISIE
Prorocentrum minimum,United Kingdom,Algae,established,1976,1976,,Roy H et al. (2012) 
Prorocentrum triestinum,Germany,Algae,,1990,1990 - 1992,NEW_random,Rabitsch & Nehring 2017
Protectocarpus speciosus,Turkey,Algae,,1993,1993,,Cinar et al. (2005)
Protomonostroma undulatum,Germany,Algae,,1954,1954 - 1954,,Rabitsch & Nehring 2017
Protoperidinium minutum,Georgia,Algae,,1999,1999,,aquaNIS
Protoperidinium minutum,Russia,Algae,,2001,2001,,aquaNIS
Protoperidinium parthenopes,Russia,Algae,,2001,2001,,aquaNIS
Pseudochattonella farcimen,Germany,Algae,,1998,1998 - 1998,,Rabitsch & Nehring 2017
Pseudochattonella verruculosa,Denmark,Algae,,1998,1998,,aquaNIS
Pseudochattonella verruculosa,Germany,Algae,,1998,1998 - 1998,,Rabitsch & Nehring 2017
Pseudochattonella verruculosa,Norway,Algae,,1998,1998,,aquaNIS
Pseudolithoderma roscoffense,United Kingdom,Algae,established,1973,1973,,Roy H et al. (2012) 
Pseudo-nitzschia calliantha,Turkey,Algae,,2008,2007 - 2008,NEW_random,aquaNIS
Pseudo-nitzschia calliantha,Ukraine,Algae,,2006,2006,,aquaNIS
Pseudo-nitzschia inflatula,Ukraine,Algae,,1996,1990 - 1999,NEW_random,aquaNIS
Pseudo-nitzschia obtusa,Russia,Algae,,1990,1990,,aquaNIS
Pseudo-nitzschia pungens,Russia,Algae,,2000,2000,,aquaNIS
Pseudo-nitzschia seriata,Russia,Algae,established,1990,1990 - 1990,,DAISIE
Pseudosolenia calcar-avis,Bulgaria,Algae,,1926,1926,,aquaNIS
Pseudosolenia calcar-avis,Cyprus,Algae,established,1964,1964,,DAISIE
Pseudosolenia calcar-avis,Georgia,Algae,,1993,1993,,aquaNIS
Pseudosolenia calcar-avis,Romania,Algae,,1900,1900 - 1909,NEW_random,DAISIE
Pseudosolenia calcar-avis,Russia,Algae,,1926,1926,,aquaNIS
Pseudosolenia calcar-avis,Turkey,Algae,,1996,1996,,aquaNIS
Pseudosolenia calcar-avis,Ukraine,Algae,,1924,1924,,DAISIE
Pterocladiella melanoidea,Turkey,Algae,,1996,1990 - 1999,NEW_random,aquaNIS
Pterosiphonia pinnulata,Azores,Algae,,2006,2005 - 2007,NEW_random,aquaNIS
Pterosiphonia tanakae,France,Algae,established,1998,1998,,DAISIE
Pterosperma cristatum,Romania,Algae,,1970,1970,,aquaNIS
Pterosperma cristatum,Ukraine,Algae,,1948,1948,,DAISIE
Pterosperma joergenseni,Bulgaria,Algae,,1948,1948,,aquaNIS
Pterosperma joergenseni,Romania,Algae,,1948,1948,,aquaNIS
Pterosperma joergenseni,Ukraine,Algae,,1948,1948,,DAISIE
Punctaria tenuissima,Turkey,Algae,,1993,1993,,aquaNIS
Pylaiella littoralis,Turkey,Algae,,1998,1998,,aquaNIS
Pyramimonas longicauda,Ukraine,Algae,,2001,2001,,DAISIE
Pyropia yezoensis,Germany,Algae,,1984,1984 - 1984,,Rabitsch & Nehring 2017
Radicilingua thysanorhizans,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Rhizosolenia calcar-avis,Turkey,Algae,,1993,1993,,Cinar et al. (2005)
Rhizosolenia setigera,Bulgaria,Algae,,1987,1987,,aquaNIS
Rhizosolenia setigera,Georgia,Algae,,1989,1989,,aquaNIS
Rhizosolenia setigera,Romania,Algae,,1987,1987,,aquaNIS
Rhodophysema georgii,France,Algae,extinct,1978,1978,,DAISIE
Rhodophysema georgii,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Rhodymenia erythraea,Egypt,Algae,established,1948,1948,,DAISIE
Saccharina japonica,Germany,Algae,,1980,1980 - 1980,,Rabitsch & Nehring 2017
Sarcodiotheca gaudichaudii,United Kingdom,Algae,,1973,1973,,aquaNIS
Sarconema filiforme,Egypt,Algae,established,1948,1948,,DAISIE
Sarconema filiforme,Israel,Algae,established,1945,1945,,DAISIE
Sarconema scinaioides,Greece,Algae,established,1980,1980,,DAISIE
Sarconema scinaioides,Israel,Algae,alien,1945,1945,,GISD
Sargassum hornschuchii,Turkey,Algae,,1997,1990 - 1999,NEW_random,aquaNIS
Sargassum latifolium,Turkey,Algae,,1986,1986,,Cinar et al. (2005)
Sargassum muticum,Belgium,Algae,,1999,1999,,aquaNIS
Sargassum muticum,Canada,Algae,,1944,1944,,CABI ISC
Sargassum muticum,Channel Islands,Algae,,1982,1982,,CABI ISC
Sargassum muticum,Denmark,Algae,,1984,1984,,aquaNIS
Sargassum muticum,France,Algae,,1976,1976,,aquaNIS
Sargassum muticum,Germany,Algae,,1988,1988 - 1988,,Rabitsch & Nehring 2017
Sargassum muticum,Hawaiian Islands,Algae,,1999,1999,,CABI ISC
Sargassum muticum,Ireland,Algae,,1990,1990,,O�Flynn et al. (2014)
Sargassum muticum,Mexico,Algae,,1973,1973,,CABI ISC
Sargassum muticum,Netherlands,Algae,,1977,1977,,aquaNIS
Sargassum muticum,Norway,Algae,established,1984,1984 - 1984,,GISD
Sargassum muticum,Portugal,Algae,,1985,1985,,aquaNIS
