"Phylum","Environment","Sector","Type_of_cost","country","Cost"
"Arthropoda","Terrestrial","Agriculture","Damage","IN",4596251980.51819
"Arthropoda","Terrestrial","Agriculture","Damage","IQ",178421214.894856
"Arthropoda","Terrestrial","Agriculture","Damage","IR",251041281.807575
"Arthropoda","Terrestrial","Agriculture","Damage","IS",5487334.40394894
"Arthropoda","Terrestrial","Agriculture","Damage","IT",423607648.115988
"Arthropoda","Terrestrial","Agriculture","Damage","JM",30974210.2661627
"Arthropoda","Terrestrial","Agriculture","Damage","JO",63230125.366852
"Arthropoda","Terrestrial","Agriculture","Damage","JP",3456780.23285608
"Arthropoda","Terrestrial","Agriculture","Damage","KE",653406792.094122
"Arthropoda","Terrestrial","Agriculture","Damage","KG",67226355.9368172
"Arthropoda","Terrestrial","Agriculture","Damage","KH",36455464.7788384
"Arthropoda","Terrestrial","Agriculture","Damage","KM",5167879.47719917
"Arthropoda","Terrestrial","Agriculture","Damage","KN",3224275.94002089
"Arthropoda","Terrestrial","Agriculture","Damage","KP",17948826.7051013
"Arthropoda","Terrestrial","Agriculture","Damage","KR",49644339.3807122
"Arthropoda","Terrestrial","Agriculture","Damage","KW",17249627.9235405
"Arthropoda","Terrestrial","Agriculture","Damage","KZ",68857132.6856578
"Arthropoda","Terrestrial","Agriculture","Damage","LA",27084177.2503689
"Arthropoda","Terrestrial","Agriculture","Damage","LB",9167837.89245057
"Arthropoda","Terrestrial","Agriculture","Damage","LC",2590645.87656553
"Arthropoda","Terrestrial","Agriculture","Damage","LI",5141941.48630353
"Arthropoda","Terrestrial","Agriculture","Damage","LK",905692.750956682
"Arthropoda","Terrestrial","Agriculture","Damage","LR",55046660.2855554
"Arthropoda","Terrestrial","Agriculture","Damage","LS",14040676.1341933
"Arthropoda","Terrestrial","Agriculture","Damage","LT",49468239.9577051
"Arthropoda","Terrestrial","Agriculture","Damage","LU",15462116.4908092
"Arthropoda","Terrestrial","Agriculture","Damage","LV",17042499.9902514
"Arthropoda","Terrestrial","Agriculture","Damage","LY",41022390.3382397
"Arthropoda","Terrestrial","Agriculture","Damage","MA",285166922.479242
"Arthropoda","Terrestrial","Agriculture","Damage","MC",3234517.26326746
"Arthropoda","Terrestrial","Agriculture","Damage","MD",93390317.2461927
"Arthropoda","Terrestrial","Agriculture","Damage","ME",3417759.37196273
"Arthropoda","Terrestrial","Agriculture","Damage","MG",232881959.113946
"Arthropoda","Terrestrial","Agriculture","Damage","MK",4300649.47816325
"Arthropoda","Terrestrial","Agriculture","Damage","ML",55661808.8053527
"Arthropoda","Terrestrial","Agriculture","Damage","MM",49335555.2579016
"Arthropoda","Terrestrial","Agriculture","Damage","MT",6193207.49115221
"Arthropoda","Terrestrial","Agriculture","Damage","MU",11087359.7153178
"Arthropoda","Terrestrial","Agriculture","Damage","MV",1294071.75178845
"Arthropoda","Terrestrial","Agriculture","Damage","MW",130681489.1778
"Arthropoda","Terrestrial","Agriculture","Damage","MX",799468263.312495
"Arthropoda","Terrestrial","Agriculture","Damage","MY",692528332.224496
"Arthropoda","Terrestrial","Agriculture","Damage","MZ",428588413.822318
"Arthropoda","Terrestrial","Agriculture","Damage","NE",111432832.680655
"Arthropoda","Terrestrial","Agriculture","Damage","NG",3187787778.10346
"Arthropoda","Terrestrial","Agriculture","Damage","NI",89084976.5516527
"Arthropoda","Terrestrial","Agriculture","Damage","NL",1050610.17918365
"Arthropoda","Terrestrial","Agriculture","Damage","NO",120347432.663255
"Arthropoda","Terrestrial","Agriculture","Damage","NP",80092936.4183206
"Arthropoda","Terrestrial","Agriculture","Damage","NZ",38877698.9123028
"Arthropoda","Terrestrial","Agriculture","Damage","OM",13285281.6568425
"Arthropoda","Terrestrial","Agriculture","Damage","PA",88528123.2157412
"Arthropoda","Terrestrial","Agriculture","Damage","PE",69998644.8324016
"Arthropoda","Terrestrial","Agriculture","Damage","PG",63970879.1053099
"Arthropoda","Terrestrial","Agriculture","Damage","PH",414931887.881218
"Arthropoda","Terrestrial","Agriculture","Damage","PK",703588038.617804
"Arthropoda","Terrestrial","Agriculture","Damage","PL",131215952.424095
"Arthropoda","Terrestrial","Agriculture","Damage","PT",33831695.8117
"Arthropoda","Terrestrial","Agriculture","Damage","PW",1873345.27328988
"Arthropoda","Terrestrial","Agriculture","Damage","PY",22421488.7389956
"Arthropoda","Terrestrial","Agriculture","Damage","QA",3042646.37932495
"Arthropoda","Terrestrial","Agriculture","Damage","RO",943802224.191468
"Arthropoda","Terrestrial","Agriculture","Damage","RS",889110476.343108
"Arthropoda","Terrestrial","Agriculture","Damage","RU",119584684.212792
"Arthropoda","Terrestrial","Agriculture","Damage","RW",13121391.5342709
"Arthropoda","Terrestrial","Agriculture","Damage","SA",69070006.1639798
"Arthropoda","Terrestrial","Agriculture","Damage","SB",1539225.9280289
"Arthropoda","Terrestrial","Agriculture","Damage","SC",3494225.58187171
"Arthropoda","Terrestrial","Agriculture","Damage","SD",111316001.735783
"Arthropoda","Terrestrial","Agriculture","Damage","SE",312415877.140559
"Arthropoda","Terrestrial","Agriculture","Damage","SG",95265972.5606947
"Arthropoda","Terrestrial","Agriculture","Damage","SI",15398629.6111362
"Arthropoda","Terrestrial","Agriculture","Damage","SK",204283067.620162
"Arthropoda","Terrestrial","Agriculture","Damage","SL",34869572.756983
"Arthropoda","Terrestrial","Agriculture","Damage","SM",2657403.57708556
"Arthropoda","Terrestrial","Agriculture","Damage","SN",80880825.5792989
"Arthropoda","Terrestrial","Agriculture","Damage","SO",61038372.2506639
"Arthropoda","Terrestrial","Agriculture","Damage","SR",4440938.08906624
"Arthropoda","Terrestrial","Agriculture","Damage","ST",2189753.71065191
"Arthropoda","Terrestrial","Agriculture","Damage","SV",24367827.74168
"Arthropoda","Terrestrial","Agriculture","Damage","SY",112312730.310041
"Arthropoda","Terrestrial","Agriculture","Damage","SZ",4710992.86692736
"Arthropoda","Terrestrial","Agriculture","Damage","TD",36402368.4187991
"Arthropoda","Terrestrial","Agriculture","Damage","TG",13827143.36887
"Arthropoda","Terrestrial","Agriculture","Damage","TH",693108891.783971
"Arthropoda","Terrestrial","Agriculture","Damage","TJ",37624058.2390744
"Arthropoda","Terrestrial","Agriculture","Damage","TM",6733659.42275445
"Arthropoda","Terrestrial","Agriculture","Damage","TN",150589518.438853
"Arthropoda","Terrestrial","Agriculture","Damage","TO",4392194.99816
"Arthropoda","Terrestrial","Agriculture","Damage","TR",99752428.8371568
"Arthropoda","Terrestrial","Agriculture","Damage","TT",7476107.06703875
"Arthropoda","Terrestrial","Agriculture","Damage","TV",1292103.35129194
"Arthropoda","Terrestrial","Agriculture","Damage","TZ",433674595.194342
"Arthropoda","Terrestrial","Agriculture","Damage","UA",1341992726.08728
"Arthropoda","Terrestrial","Agriculture","Damage","UG",100764604.671386
"Arthropoda","Terrestrial","Agriculture","Damage","US",2757867448.43157
"Arthropoda","Terrestrial","Agriculture","Damage","UY",17254793.6060606
"Arthropoda","Terrestrial","Agriculture","Damage","UZ",141752679.685484
"Arthropoda","Terrestrial","Agriculture","Damage","VC",2161960.56405104
"Arthropoda","Terrestrial","Agriculture","Damage","VE",346158756.345027
"Arthropoda","Terrestrial","Agriculture","Damage","VN",45699886.3750736
"Arthropoda","Terrestrial","Agriculture","Damage","VU",3956127.45739888
"Arthropoda","Terrestrial","Agriculture","Damage","WS",1943114.9058543
"Arthropoda","Terrestrial","Agriculture","Damage","YE",128448785.634381
"Arthropoda","Terrestrial","Agriculture","Damage","ZA",748489382.562632
"Arthropoda","Terrestrial","Agriculture","Damage","ZM",78454484.8435243
"Arthropoda","Terrestrial","Agriculture","Damage","ZW",108552752.49728
"Arthropoda","Terrestrial","Agriculture","Management","AE",2079019.7084945
"Arthropoda","Terrestrial","Agriculture","Management","AF",431300.550833191
"Arthropoda","Terrestrial","Agriculture","Management","AG",796135.819388269
"Arthropoda","Terrestrial","Agriculture","Management","AM",386240.528020795
"Arthropoda","Terrestrial","Agriculture","Management","AO",543523.399105386
"Arthropoda","Terrestrial","Agriculture","Management","AR",8138720.57796845
"Arthropoda","Terrestrial","Agriculture","Management","AT",3760113.40032728
"Arthropoda","Terrestrial","Agriculture","Management","AU",4902468.50245668
"Arthropoda","Terrestrial","Agriculture","Management","BB",457049.39261803
"Arthropoda","Terrestrial","Agriculture","Management","BD",885485.092218955
"Arthropoda","Terrestrial","Agriculture","Management","BE",9656181.12032244
"Arthropoda","Terrestrial","Agriculture","Management","BF",73214.9620896778
"Arthropoda","Terrestrial","Agriculture","Management","BJ",84828.7659041366
"Arthropoda","Terrestrial","Agriculture","Management","BO",1670368.75109793
"Arthropoda","Terrestrial","Agriculture","Management","BR",753172798.686314
"Arthropoda","Terrestrial","Agriculture","Management","BS",506010.05281042
"Arthropoda","Terrestrial","Agriculture","Management","BW",505891.680272803
"Arthropoda","Terrestrial","Agriculture","Management","BY",1113144.54485936
"Arthropoda","Terrestrial","Agriculture","Management","CA",1090821254.35572
"Arthropoda","Terrestrial","Agriculture","Management","CD",679203.672945958
"Arthropoda","Terrestrial","Agriculture","Management","CG",141282.018280847
"Arthropoda","Terrestrial","Agriculture","Management","CH",13867692.4605292
"Arthropoda","Terrestrial","Agriculture","Management","CI",12847.8631881972
"Arthropoda","Terrestrial","Agriculture","Management","CL",294121.800995741
"Arthropoda","Terrestrial","Agriculture","Management","CM",291171.757855789
"Arthropoda","Terrestrial","Agriculture","Management","CN",4133472.99713153
"Arthropoda","Terrestrial","Agriculture","Management","CO",28936691.8867321
"Arthropoda","Terrestrial","Agriculture","Management","CR",2368098.46557469
"Arthropoda","Terrestrial","Agriculture","Management","CU",14664465.6978996
"Arthropoda","Terrestrial","Agriculture","Management","CV",251080.303546986
"Arthropoda","Terrestrial","Agriculture","Management","CY",324328.187629005
"Arthropoda","Terrestrial","Agriculture","Management","CZ",3354427.5276849
"Arthropoda","Terrestrial","Agriculture","Management","DE",6187868.27904312
"Arthropoda","Terrestrial","Agriculture","Management","DK",1041097.42165133
"Arthropoda","Terrestrial","Agriculture","Management","DM",741865.991791641
"Arthropoda","Terrestrial","Agriculture","Management","DO",1505928.73184568
"Arthropoda","Terrestrial","Agriculture","Management","DZ",3293959.95047837
"Arthropoda","Terrestrial","Agriculture","Management","EC",6376572.25139043
"Arthropoda","Terrestrial","Agriculture","Management","EE",730261.59337383
"Arthropoda","Terrestrial","Agriculture","Management","EG",2458045.7407711
"Arthropoda","Terrestrial","Agriculture","Management","ER",56119.8377288574
"Arthropoda","Terrestrial","Agriculture","Management","ES",978888.564083322
"Arthropoda","Terrestrial","Agriculture","Management","ET",441333.338255224
"Arthropoda","Terrestrial","Agriculture","Management","FI",1486106.17889007
"Arthropoda","Terrestrial","Agriculture","Management","FJ",426435.290309692
"Arthropoda","Terrestrial","Agriculture","Management","FR",3349565.8543015
"Arthropoda","Terrestrial","Agriculture","Management","GB",11686850.4558977
"Arthropoda","Terrestrial","Agriculture","Management","GH",4149642.0463178
"Arthropoda","Terrestrial","Agriculture","Management","GR",1378270.30994776
"Arthropoda","Terrestrial","Agriculture","Management","GT",5298136.60027063
"Arthropoda","Terrestrial","Agriculture","Management","GY",523505.418426846
"Arthropoda","Terrestrial","Agriculture","Management","HN",4548808.72314926
"Arthropoda","Terrestrial","Agriculture","Management","HT",150223.903083006
"Arthropoda","Terrestrial","Agriculture","Management","ID",2206208.08465497
"Arthropoda","Terrestrial","Agriculture","Management","IE",297803.397600023
"Arthropoda","Terrestrial","Agriculture","Management","IL",3099725.54108203
"Arthropoda","Terrestrial","Agriculture","Management","IN",1796651.1397015
"Arthropoda","Terrestrial","Agriculture","Management","IQ",3769092.42181204
"Arthropoda","Terrestrial","Agriculture","Management","IR",13093652.8181997
"Arthropoda","Terrestrial","Agriculture","Management","IS",730569.212018522
"Arthropoda","Terrestrial","Agriculture","Management","IT",25010948.1367935
"Arthropoda","Terrestrial","Agriculture","Management","JM",853406.255879706
"Arthropoda","Terrestrial","Agriculture","Management","JO",1832872.22151148
"Arthropoda","Terrestrial","Agriculture","Management","JP",515409.521851147
"Arthropoda","Terrestrial","Agriculture","Management","KE",830691.550848672
"Arthropoda","Terrestrial","Agriculture","Management","KM",113350.587461726
"Arthropoda","Terrestrial","Agriculture","Management","KR",7816508.49436211
"Arthropoda","Terrestrial","Agriculture","Management","LB",791119.863795533
"Arthropoda","Terrestrial","Agriculture","Management","LC",408137.963834622
"Arthropoda","Terrestrial","Agriculture","Management","LK",876166.072482214
"Arthropoda","Terrestrial","Agriculture","Management","LU",1637085.39507004
"Arthropoda","Terrestrial","Agriculture","Management","LY",3709068.94108586
"Arthropoda","Terrestrial","Agriculture","Management","MA",6031907.34144184
"Arthropoda","Terrestrial","Agriculture","Management","MG",258912.146843175
"Arthropoda","Terrestrial","Agriculture","Management","MT",770566.773564036
"Arthropoda","Terrestrial","Agriculture","Management","MU",1110359.49870418
"Arthropoda","Terrestrial","Agriculture","Management","MW",99524.7814802084
"Arthropoda","Terrestrial","Agriculture","Management","MX",191100.64668504
"Arthropoda","Terrestrial","Agriculture","Management","MY",70415723.0327816
"Arthropoda","Terrestrial","Agriculture","Management","NE",156195.623244351
"Arthropoda","Terrestrial","Agriculture","Management","NG",3477033.70730814
"Arthropoda","Terrestrial","Agriculture","Management","NI",1107100.23278027
"Arthropoda","Terrestrial","Agriculture","Management","NL",5457510.65203251
"Arthropoda","Terrestrial","Agriculture","Management","NO",4335786.76637201
"Arthropoda","Terrestrial","Agriculture","Management","NZ",8190766.24525779
"Arthropoda","Terrestrial","Agriculture","Management","OM",1553339.13830071
"Arthropoda","Terrestrial","Agriculture","Management","PA",1776639.48362314
"Arthropoda","Terrestrial","Agriculture","Management","PE",14131752.7946979
"Arthropoda","Terrestrial","Agriculture","Management","PH",10566194.1018963
"Arthropoda","Terrestrial","Agriculture","Management","PK",3272230.75027032
"Arthropoda","Terrestrial","Agriculture","Management","PL",15289227.5799771
"Arthropoda","Terrestrial","Agriculture","Management","PT",5590074.9345072
"Arthropoda","Terrestrial","Agriculture","Management","PY",1097905.85195156
"Arthropoda","Terrestrial","Agriculture","Management","QA",595685.329132594
"Arthropoda","Terrestrial","Agriculture","Management","RO",3664564.41665245
"Arthropoda","Terrestrial","Agriculture","Management","RS",770451.258558083
"Arthropoda","Terrestrial","Agriculture","Management","RU",6716411.35737457
"Arthropoda","Terrestrial","Agriculture","Management","RW",251505.989810603
"Arthropoda","Terrestrial","Agriculture","Management","SA",2752431.89756609
"Arthropoda","Terrestrial","Agriculture","Management","SC",610437.694932592
"Arthropoda","Terrestrial","Agriculture","Management","SE",14413426.8025672
"Arthropoda","Terrestrial","Agriculture","Management","SG",5270574.41676701
"Arthropoda","Terrestrial","Agriculture","Management","SI",409551.395832394
"Arthropoda","Terrestrial","Agriculture","Management","SK",847087.799753119
"Arthropoda","Terrestrial","Agriculture","Management","SL",124973.376983993
"Arthropoda","Terrestrial","Agriculture","Management","SN",273099.0317452
"Arthropoda","Terrestrial","Agriculture","Management","SO",102958.414794883
"Arthropoda","Terrestrial","Agriculture","Management","SR",333558.813371401
"Arthropoda","Terrestrial","Agriculture","Management","SV",1136395.18546718
"Arthropoda","Terrestrial","Agriculture","Management","SY",2824117.42474237
"Arthropoda","Terrestrial","Agriculture","Management","TG",20398.6020415346
"Arthropoda","Terrestrial","Agriculture","Management","TH",15911747.7287762
"Arthropoda","Terrestrial","Agriculture","Management","TN",935339.357240433
"Arthropoda","Terrestrial","Agriculture","Management","TO",593851.638458338
"Arthropoda","Terrestrial","Agriculture","Management","TR",2916907.31016392
"Arthropoda","Terrestrial","Agriculture","Management","TT",1591496.47709188
